Wellenlänge,PL,PL NaOH,Korrigierte PL,Energie,PL,PL normiert
nm,w.E.,w.E.,w.E.,eV,w.E.,w.E.
,TDBC_NaOH_c5_em-2,NaOH_em-1,TDBC_NaOH_c5_em-2,,TDBC_NaOH_c5_em-2,TDBC_NaOH_c5_em-2
715,160.704,141.746,18.958,1.73426573426573,7815.97060483871,0.0340011386865929
716,174.089,160.82,13.269,1.73184357541899,5485.83263225807,0.0238645416636252
717,167.423,158.683,8.74000000000001,1.72942817294282,3623.49827419355,0.0157629901109419
718,165.715,156.398,9.31700000000001,1.72701949860724,3873.49766774194,0.0168505407788449
719,167.653,160.655,6.99799999999999,1.72461752433936,2917.49441774193,0.0126917227981375
720,171.36,164.872,6.488,1.72222222222222,2712.40258064516,0.0117995295761852
721,177.403,165.557,11.846,1.71983356449376,4966.15845645162,0.0216038481916594
722,175.026,164.543,10.483,1.71745152354571,4406.95175161291,0.0191711797891039
723,186.078,165.915,20.163,1.71507607192254,8499.8264733871,0.0369760575295271
724,188.614,170.827,17.787,1.71270718232044,7518.96654193549,0.0327091076844545
725,196.374,160.695,35.679,1.71034482758621,15124.0115927419,0.065792675236535
726,203.67,173.13,30.54,1.70798898071625,12981.3718064516,0.0564717353031161
727,197.992,181.059,16.933,1.70563961485557,7217.40448145161,0.031397248420964
728,180.636,174.073,6.56299999999999,1.7032967032967,2805.06854193548,0.0122026462664409
729,202.854,184.728,18.126,1.70096021947874,7768.46739193549,0.0337944895816204
730,210.441,201.924,8.517,1.6986301369863,3660.24943548387,0.0159228654987986
731,195.31,201.529,-6.21899999999999,1.69630642954856,-2679.99278951613,-0.0116585400742161
732,211.681,201.847,9.834,1.69398907103825,4249.43001290323,0.0184859266382405
733,238.841,199.426,39.415,1.69167803547067,17078.424141129,0.0742947865504374
734,209.223,196.72,12.503,1.68937329700272,5432.31150645162,0.0236317133543579
735,217.695,218.713,-1.018,1.68707482993197,-443.507298387097,-0.0019293513145559
736,232.507,206.008,26.499,1.68478260869565,11576.1308903226,0.0503586376863213
737,226.953,209.65,17.303,1.68249660786974,7579.39774758065,0.0329719963144177
738,231.209,209.197,22.012,1.68021680216802,9668.30945806452,0.0420592076619425
739,222.647,224.471,-1.82400000000001,1.67794316644114,-803.326374193554,-0.00349464101651602
740,255.44,240.248,15.192,1.67567567567568,6708.98322580646,0.0291855075510968
741,237.937,248.673,-10.736,1.67341430499325,-4753.97872258064,-0.0206808211074268
742,251.984,242.445,9.53900000000002,1.6711590296496,4235.34677096775,0.0184246615329306
743,250.287,236.896,13.391,1.66890982503365,5961.68399919356,0.0259345965729109
744,262.766,251.369,11.397,1.66666666666667,5087.62080000001,0.0221322352848287
745,248.425,239.973,8.452,1.66442953020134,3783.12201612903,0.0164573874240358
746,258.708,245.587,13.121,1.66219839142091,5888.74712580647,0.0256173056217569
747,266.898,272.41,-5.512,1.65997322623829,-2480.44000645161,-0.0107904429183655
748,281.803,258.681,23.122,1.65775401069519,10432.9447483871,0.0453855342137371
749,277.194,257.381,19.813,1.65554072096128,8963.80065564518,0.0389944441529605
750,292.78,263.793,28.987,1.65333333333333,13149.3447580645,0.0572024534585619
751,273.486,285.154,-11.668,1.65113182423435,-5307.06747419355,-0.0230868751089533
752,300.845,285.369,15.476,1.64893617021277,7057.85476129032,0.0307031731183711
753,301.383,273.569,27.814,1.64674634794157,12718.377682258,0.0553276547861131
754,300.87,287.385,13.485,1.64456233421751,6182.61150000001,0.0268956783085499
755,329.448,302.364,27.084,1.64238410596026,12450.4492741936,0.0541621090821619
756,310.351,295.239,15.112,1.64021164021164,6965.3645419355,0.0303008209430072
757,313.107,295.616,17.491,1.63804491413474,8083.22585403228,0.0351637560059217
758,323.541,297.129,26.412,1.63588390501319,12238.2132,0.053238836905513
759,352.96,335.689,17.271,1.63372859025033,8023.78625080643,0.0349051810579163
760,335.491,332.527,2.964,1.63157894736842,1380.65032258064,0.00600612329154511
761,344.86,328.684,16.176,1.62943495400788,7554.7268516129,0.0328646726565214
762,334.268,324.768,9.5,1.62729658792651,4448.48225806452,0.0193518463474852
763,352.608,308.461,44.147,1.62516382699869,20726.6248733871,0.0901652376211263
764,363.947,332.86,31.087,1.62303664921466,14633.3528645161,0.063658205148346
765,383.599,352.553,31.046,1.62091503267974,14652.3349596774,0.0637407813097432
766,374.539,377.869,-3.33000000000004,1.61879895561358,-1575.72377419357,-0.00685473440047856
767,405.323,370.983,34.34,1.61668839634941,16291.8098870968,0.0708728468200545
768,406.138,360.897,45.241,1.61458333333333,21519.5383741935,0.0936145804181299
769,425.782,379.352,46.43,1.61248374512354,22142.6542177419,0.0963252672010594
770,406.976,380.111,26.865,1.61038961038961,12845.3697580645,0.0558800973936788
771,459.702,388.488,71.214,1.6083009079118,34139.1301403226,0.148512495405515
772,434.969,397.757,37.212,1.60621761658031,17885.2875870968,0.077804814583361
773,428.728,396.325,32.403,1.60413971539457,15614.3001508065,0.0679255350055932
774,473.984,395.505,78.479,1.60206718346253,37915.2301645161,0.164939335667372
775,471.837,387.613,84.224,1.6,40796,0.17747129870211
776,468.127,422.774,45.353,1.5979381443299,22024.5872,0.0958116504991145
777,441.669,461.222,-19.553,1.5958815958816,-9519.92994919355,-0.0414137251602239
778,474.255,489.353,-15.098,1.59383033419023,-7369.82083225807,-0.0320602920458552
779,507.85,448.349,59.501,1.59178433889602,29119.0696298387,0.126674161785583
780,482.287,444.353,37.934,1.58974358974359,18612.1335483871,0.0809667494962587
781,509.645,467.226,42.419,1.58770806658131,20866.0771443548,0.090771884734461
782,504.578,480.241,24.337,1.58567774936061,12002.1448290323,0.0522118891562695
783,555.995,485.489,70.506,1.58365261813538,34860.0427693549,0.151648619057959
784,520.235,500.399,19.836,1.58163265306122,9832.51323870968,0.0427735291199995
785,605.373,500.883,104.49,1.5796178343949,51926.8953629033,0.225893066909085
786,607.141,520.114,87.0269999999999,1.57760814249364,43358.8165258064,0.188620097044352
787,581.028,543.193,37.835,1.57560355781449,18898.2468669355,0.0822114034382814
788,568.362,532.285,36.077,1.57360406091371,18065.9650709677,0.0785908001630455
789,593.367,536.214,57.1529999999999,1.57160963244613,28692.6957362903,0.124819344435335
790,575.135,559.951,15.184,1.56962025316456,7642.20516129031,0.0332452219561271
791,601.014,603.723,-2.70899999999995,1.56763590391909,-1366.91115241933,-0.00594635497181724
792,622.037,633.454,-11.4169999999999,1.56565656565657,-5775.3815225806,-0.025124141075413
793,662.63,621.041,41.5889999999999,1.56368221941992,21091.2911782258,0.0917516138029241
794,736.212,651.108,85.104,1.56171284634761,43268.2462451613,0.188226097011753
795,691.497,621.155,70.342,1.55974842767296,35853.1472177419,0.155968835162531
796,646.613,646.946,-0.33299999999997,1.55778894472362,-170.156554838694,-7.40217295075496E-4
797,715.432,678.245,37.187,1.55583437892095,19049.6105508065,0.0828698677375489
798,724.49,624.548,99.942,1.55388471177945,51325.3752967742,0.223276326362676
799,714.809,656.487,58.322,1.55193992490613,30026.4702596774,0.130621548005325
800,767.789,745.741,22.048,1.55,11379.6129032258,0.0495037425400229
801,718.629,798.046,-79.417,1.54806491885144,-41091.9569491936,-0.178758774536341
802,726.813,703.288,23.525,1.54613466334165,12202.7210483871,0.0530844384782045
803,731.643,746.582,-14.939,1.54420921544209,-7768.38842822579,-0.0337941460726462
804,820.704,769.191,51.5129999999999,1.54228855721393,26853.8930709677,0.11682016076361
805,773.623,842.278,-68.655,1.54037267080745,-35879.1583669355,-0.156081989207734
806,818.907,815.919,2.98800000000006,1.53846153846154,1565.41320000003,0.0068098812042708
807,844.662,755.161,89.5010000000001,1.5365551425031,47005.9973782259,0.20448611142028
808,834.447,821.917,12.53,1.53465346534653,6597.08541935482,0.028698728233691
809,864.196,829.113,35.083,1.5327564894932,18517.0620346774,0.0805531681400564
810,913.349,824.52,88.8290000000001,1.53086419753086,47000.5700806452,0.204462501518572
811,866.469,816.939,49.5300000000001,1.52897657213317,26271.7105887097,0.114287542830285
812,918.929,832.838,86.091,1.52709359605911,45777.084116129,0.199140076695881
813,994.158,940.019,54.139,1.52521525215252,28858.2263637097,0.125539437959776
814,955.761,910.334,45.427,1.52334152334152,24273.9907193548,0.105597035435996
815,992.409,904.526,87.883,1.52147239263804,47075.8755443548,0.20479009634267
816,1048.89,1009.21,39.6800000000001,1.51960784313725,21307.392,0.0926916984556074
817,1002.73,982.669,20.061,1.51774785801714,10798.7877653226,0.0469770293440597
818,1105.66,1043.68,61.98,1.5158924205379,33445.4076774194,0.145494654773339
819,1035.91,1006.67,29.2400000000001,1.51404151404151,15816.9771290323,0.0688072230765502
820,1107.15,1040.63,66.52,1.51219512195122,36071.0064516129,0.156916569282771
821,1140.53,1019.45,121.08,1.51035322777101,65816.8421612903,0.286317297157466
822,1208.25,1025.28,182.97,1.50851581508516,99701.5334516129,0.433722929312914
823,1178.35,1090.96,87.3899999999999,1.50668286755772,47735.3075080644,0.207658765991783
824,1087.9,1101.64,-13.74,1.50485436893204,-7523.49212903226,-0.032728794953291
825,1122.16,1148.89,-26.73,1.5030303030303,-14671.8598790323,-0.0638257188721258
826,1235.12,1238.9,-3.7800000000002,1.50121065375303,-2079.84135483882,-0.00904775336644774
827,1197.24,1190.6,6.6400000000001,1.4993954050786,3662.32948387102,0.0159319141527998
828,1326.36,1165.77,160.59,1.4975845410628,88788.6569032258,0.386249589436012
829,1324.53,1090.26,234.27,1.49577804583836,129838.668604839,0.564825893201629
830,1277.39,1208.25,69.1400000000001,1.49397590361446,38411.7306451613,0.167099218624189
831,1386.16,1356.51,29.6500000000001,1.49217809867629,16512.2045564517,0.0718316106252667
832,1433.25,1333.39,99.8599999999999,1.49038461538462,55746.3618064516,0.242508560341913
833,1402.08,1186.27,215.81,1.48859543817527,120764.665395161,0.525352044440755
834,1294.85,1266.39,28.4599999999998,1.48681055155875,15964.132064516,0.0694473784229253
835,1365.95,1484.14,-118.19,1.48502994011976,-66455.6635080646,-0.289096306228225
836,1544.16,1410.54,133.62,1.48325358851675,75311.6802580646,0.327621867409471
837,1422.12,1339.72,82.3999999999999,1.48148148148148,46553.9399999999,0.202519565435339
838,1455.19,1455.96,-0.769999999999982,1.47971360381862,-436.070870967732,-0.00189700126965398
839,1413.74,1461.69,-47.95,1.47794994040524,-27220.1709274194,-0.118413547538546
840,1444.51,1333.75,110.76,1.47619047619048,63026.0129032258,0.274176594812027
841,1679.49,1500.69,178.8,1.47443519619501,101985.357096774,0.443658049136263
842,1429.99,1482.29,-52.3,1.47268408551069,-29902.2719354838,-0.130081258812971
843,1493.55,1485.16,8.38999999999987,1.47093712930012,4808.34283064509,0.0209173165692608
844,1525.33,1411.5,113.83,1.46919431279621,65391.2958709677,0.284466080057716
845,1714.77,1540.64,174.13,1.46745562130178,100268.688104839,0.436190172985649
846,1691.89,1600.05,91.8400000000001,1.46572104018913,53009.1592258065,0.230601145477763
847,1624.58,1506.38,118.2,1.46399055489965,68385.2772580644,0.297490537481434
848,1819.25,1752.64,66.6099999999999,1.4622641509434,38628.6430967741,0.16804283403973
849,1669.82,1707.04,-37.22,1.4605418138987,-21635.6558225807,-0.0941197160776856
850,1652.92,1684.58,-31.6599999999999,1.45882352941176,-18447.0564516128,-0.0802486289268279
851,1810.61,1563.68,246.93,1.45710928319624,144215.284620968,0.627367238316933
852,1848.13,1686,162.13,1.45539906103286,94911.9480000001,0.412887211341974
853,1752.99,1662.1,90.8900000000001,1.45369284876905,53332.5661370968,0.232008034500117
854,1799.94,1633.71,166.23,1.4519906323185,97769.5150645161,0.425318237375606
855,1824.53,1683.9,140.63,1.45029239766082,82906.4885080645,0.360660902695308
856,1885.27,1757.12,128.15,1.44859813084112,75725.9019354839,0.329423820028409
857,1990.61,1796.95,193.66,1.44690781796966,114704.349467742,0.49898837794933
858,1814.49,1761.37,53.1200000000001,1.44522144522145,31536.3158709678,0.137189698350344
859,2118.69,1803.69,315,1.44353899883586,187445.576612903,0.815428226234382
860,2098.47,1815.33,283.14,1.44186046511628,168879.309677419,0.734661006284132
861,2036.45,1811.33,225.12,1.44018583042973,134585.631870968,0.585476195577625
862,2005.85,1854.23,151.62,1.4385150812065,90855.1058709677,0.395239083063005
863,1970.27,1983.83,-13.5599999999999,1.43684820393975,-8144.40938709674,-0.0354299174205735
864,2217.13,1838.58,378.55,1.43518518518519,227891.984516129,0.991378724773964
865,2221.83,2006.22,215.61,1.43352601156069,130100.63891129,0.565965519893151
866,1943.55,2121.71,-178.16,1.43187066974596,-107751.742709677,-0.468743056086433
867,2112.46,2051.13,61.3299999999999,1.43021914648212,37178.2954596774,0.161733512568872
868,2205.32,2122.52,82.8000000000002,1.42857142857143,50309.2800000001,0.218856095165411
869,2061.76,2074.13,-12.3699999999999,1.42692750287687,-7533.33997580639,-0.0327716351865595
870,2279.42,2147.58,131.84,1.42528735632184,80475.5612903227,0.350085850965164
871,2211.14,2094.87,116.27,1.42365097588978,71134.8298951613,0.309451677724482
872,2395.51,1980.82,414.69,1.42201834862385,254293.25883871,1.10622989747274
873,2260.21,2021.37,238.84,1.42038946162658,146795.879322581,0.638593375514674
874,2435.37,2158.38,276.99,1.4187643020595,170633.881645161,0.742293768461342
875,2375.38,2288.08,87.3000000000002,1.41714285714286,53902.4697580646,0.234487236768677
876,2428.49,2238.98,189.51,1.41552511415525,117278.56916129,0.510186782502682
877,2483.82,2217.45,266.37,1.4139110604333,165220.073975807,0.718742550743826
878,2274.03,2213.05,60.98,1.4123006833713,37910.0857419355,0.16491695633223
879,2440.07,2003.58,436.49,1.41069397042093,271975.862975807,1.18315299583154
880,2450.1,2126.05,324.05,1.40909090909091,202374.451612903,0.880372015684608
881,2601.29,2245.94,355.35,1.40749148694665,222426.460766129,0.96760253107851
882,2424.51,2258.94,165.57,1.40589569160998,103871.674741936,0.45186393310164
883,2679.24,2392.38,286.86,1.40430351075878,180372.247209677,0.784657735124019
884,2726.72,2384.13,342.59,1.4027149321267,215902.428258064,0.939221598585593
885,2585.77,2494.79,90.98,1.40112994350282,57465.9762096774,0.249989249659673
886,2727.7,2325.79,401.91,1.39954853273138,254433.663193548,1.10684068635391
887,2545.67,2218.94,326.73,1.39797068771139,207307.28658871,0.901830899630083
888,2544.69,2352.33,192.36,1.3963963963964,122326.067612903,0.532144477016965
889,2368.54,2413.77,-45.23,1.39482564679415,-28827.5958306452,-0.125406188609769
890,2712.8,2510.17,202.63,1.39325842696629,129438.083064516,0.563083260686619
891,2604.86,2491.34,113.52,1.39169472502806,72678.5250967742,0.316167081004962
892,2611.12,2471.54,139.58,1.39013452914798,89563.5331612903,0.389620466381108
893,2637.37,2549.66,87.71,1.38857782754759,56406.6546693549,0.245380975086083
894,2741.75,2508.74,233.01,1.38702460850112,150185.468032258,0.653338809144748
895,2795.72,2628.05,167.67,1.3854748603352,108312.791733871,0.471183738971008
896,2860.12,2592.34,267.78,1.38392857142857,173369.410064516,0.754193900366907
897,3049.05,2626.78,422.27,1.38238573021182,274001.80841129,1.19196629045687
898,3004.93,2933.51,71.4199999999996,1.38084632516704,46446.269096774,0.202051174048244
899,2783.12,2974.23,-191.11,1.37931034482759,-124560.72025,-0.541865692470776
