Wellenlänge,Absorption,Absorption,Energie,Absorption,Extinktionskoeffizient,Parameter
nm,OD,OD,eV,OD,l/(mol*cm),
,TDBC_NaOH_c4_abs,TDBC_NaOH_c4_abs,,TDBC_NaOH_c4_abs,TDBC_NaOH_c4_abs,"1: M in g/mol  2: c in g/l 3: d in cm  "
1200,-0.004772729706,0,1.03333333333333,0,0,762.53
1199,-0.004610786214,1.61943491999999E-4,1.03419516263553,1.61943491999999E-4,372.658975075228,7.63E-4
1198,-0.004613296129,1.59433576999999E-4,1.03505843071786,1.59433576999999E-4,366.883242195355,1
1197,-0.004476657603,2.96072103E-4,1.0359231411863,2.96072103E-4,681.311271541235,--
1196,-0.004568881821,2.03847884999998E-4,1.03678929765886,2.03847884999998E-4,469.087969866381,--
1195,-0.004355045967,4.17683739E-4,1.03765690376569,4.17683739E-4,961.1599216431,--
1194,-0.00439717574,3.75553966E-4,1.03852596314908,3.75553966E-4,864.212289895527,--
1193,-0.004290510435,4.82219271E-4,1.03939647946354,4.82219271E-4,1109.66694044355,--
1192,-0.004369294737,4.03434968999999E-4,1.04026845637584,4.03434968999999E-4,928.371126250921,--
1191,-0.004181101453,5.91628252999998E-4,1.04114189756507,5.91628252999998E-4,1361.43524920735,--
1190,-0.004263750277,5.08979428999999E-4,1.04201680672269,5.08979428999999E-4,1171.24652558138,--
1189,-0.004142386373,6.30343332999998E-4,1.04289318755257,6.30343332999998E-4,1450.52510304819,--
1188,-0.004098283127,6.74446578999999E-4,1.04377104377104,6.74446578999999E-4,1552.0140251955,--
1187,-0.004008267075,7.64462631E-4,1.04465037910699,7.64462631E-4,1759.15596874849,--
1186,-0.004039351828,7.33377877999999E-4,1.04553119730186,7.33377877999999E-4,1687.62476949878,--
1185,-0.003828795627,9.43934078999999E-4,1.0464135021097,9.43934078999999E-4,2172.14969292326,--
1184,-0.00378271006,9.90019645999999E-4,1.0472972972973,9.90019645999999E-4,2278.20026619348,--
1183,-0.003778090933,9.94638772999999E-4,1.04818258664413,9.94638772999999E-4,2288.82964754313,--
1182,-0.003611976514,0.001160753192,1.04906937394247,0.001160753192,2671.086621042,--
1181,-0.003512051189,0.001260678517,1.04995766299746,0.001260678517,2901.03145388875,--
1180,-0.003557549324,0.001215180382,1.05084745762712,0.001215180382,2796.33265958996,--
1179,-0.00327847735,0.001494252356,1.05173876166243,0.001494252356,3438.52379996047,--
1178,-0.003230843227,0.001541886479,1.05263157894737,0.001541886479,3548.13785876925,--
1177,-0.003232127754,0.001540601952,1.053525913339,0.001540601952,3545.18194797985,--
1176,-0.003079529852,0.001693199854,1.05442176870748,0.001693199854,3896.33516232421,--
1175,-0.003016912611,0.001755817095,1.05531914893617,0.001755817095,4040.42787370713,--
1174,-0.002810438164,0.001962291542,1.05621805792164,0.001962291542,4515.56000064833,--
1173,-0.002815067535,0.001957662171,1.05711849957374,0.001957662171,4504.90704614675,--
1172,-0.002669732552,0.002102997154,1.0580204778157,0.002102997154,4839.34707296398,--
1171,-0.002651362913,0.002121366793,1.05892399658412,0.002121366793,4881.61867497588,--
1170,-0.002487544902,0.002285184804,1.05982905982906,0.002285184804,5258.59123079876,--
1169,-0.002412177157,0.002360552549,1.06073567151411,0.002360552549,5432.02497770989,--
1168,-0.002266398165,0.002506331541,1.06164383561644,0.002506331541,5767.48674326339,--
1167,-0.002313983859,0.002458745847,1.06255355612682,0.002458745847,5657.98412765793,--
1166,-0.001962220995,0.002810508711,1.06346483704974,0.002810508711,6467.44912528665,--
1165,-0.002024938818,0.002747790888,1.06437768240343,0.002747790888,6323.12495795222,--
1164,-0.001886762097,0.002885967609,1.06529209621993,0.002885967609,6641.09263044823,--
1163,-0.00193578098,0.002836948726,1.06620808254514,0.002836948726,6528.29200800573,--
1162,-0.001631217427,0.003141512279,1.0671256454389,0.003141512279,7229.14352173158,--
1161,-0.001578811207,0.003193918499,1.06804478897502,0.003193918499,7349.73897136389,--
1160,-0.001322104596,0.00345062511,1.06896551724138,0.00345062511,7940.46368261253,--
1159,-0.001330208033,0.003442521673,1.06988783433995,0.003442521673,7921.81632303227,--
1158,-0.001168369199,0.003604360507,1.07081174438687,0.003604360507,8294.23446260043,--
1157,-0.001036840375,0.003735889331,1.07173725151253,0.003735889331,8596.90421573067,--
1156,-8.490576292E-4,0.0039236720768,1.07266435986159,0.0039236720768,9029.02362184204,--
1155,-0.001098555978,0.003674173728,1.07359307359307,0.003674173728,8454.88632371109,--
1154,-8.82539025E-4,0.003890190681,1.07452339688042,0.003890190681,8951.97734792993,--
1153,-7.751620724E-4,0.0039975676336,1.07545533391154,0.0039975676336,9199.06961825479,--
1152,-7.271490176E-4,0.0040455806884,1.07638888888889,0.0040455806884,9309.55566231267,--
1151,-7.110229344E-4,0.0040617067716,1.07732406602954,0.0040617067716,9346.66446837257,--
1150,-5.358711933E-4,0.0042368585127,1.07826086956522,0.0042368585127,9749.71782676852,--
1149,-5.216512363E-4,0.0042510784697,1.07919930374238,0.0042510784697,9782.44031864386,--
1148,-5.46367839E-4,0.004226361867,1.0801393728223,0.004226361867,9725.56329496251,--
1147,-5.6653301E-4,0.004206196696,1.08108108108108,0.004206196696,9679.15987445904,--
1146,-4.8612518E-4,0.004286604526,1.08202443280977,0.004286604526,9864.19169726192,--
1145,-4.699383862E-4,0.0043027913198,1.08296943231441,0.0043027913198,9901.44020853437,--
1144,-3.765810688E-4,0.0043961486372,1.08391608391608,0.0043961486372,10116.2709608443,--
1143,-2.770985302E-4,0.0044956311758,1.08486439195101,0.0044956311758,10345.1968683612,--
