Wellenlänge,Absorption,Absorption,Energie,Absorption,Extinktionskoeffizient,Parameter
nm,OD,OD,eV,OD,l/(mol*cm),
,TDBC_NaOH_c2_1mmK_abs-2,TDBC_NaOH_c2_1mmK_abs-2,,TDBC_NaOH_c2_1mmK_abs-2,TDBC_NaOH_c2_1mmK_abs-2,"1: M in g/mol  2: c in g/l 3: d in cm  "
1200,-0.006372887641,0,1.03333333333333,0,0,762.53
1199.5,-0.006373040844,-1.53202999999755E-7,1.03376406836182,-1.53202999999755E-7,-0.352776823199199,0.007625
1199,-0.006580123212,-2.07235571000001E-4,1.03419516263553,-2.07235571000001E-4,-477.196310720869,0.1
1198.5,-0.006568955723,-1.96068082E-4,1.03462661660409,-1.96068082E-4,-451.481205321246,--
1198,-0.006446397863,-7.35102220000006E-5,1.03505843071786,-7.35102220000006E-5,-169.270200909053,
1197.5,-0.00651311269,-1.40225049E-4,1.03549060542797,-1.40225049E-4,-322.892810971399,
1197,-0.006499903277,-1.27015636E-4,1.0359231411863,-1.27015636E-4,-292.475816823284,
1196.5,-0.006427881308,-5.49936670000001E-5,1.03635603844547,-5.49936670000001E-5,-126.632579912702,
1196,-0.006385642104,-1.27544629999988E-5,1.03678929765886,-1.27544629999988E-5,-29.3693918445364,
1195.5,-0.006413598079,-4.07104380000002E-5,1.03722291928064,-4.07104380000002E-5,-93.7429357696064,
1195,-0.006481337827,-1.08450186000001E-4,1.03765690376569,-1.08450186000001E-4,-249.725606499244,
1194.5,-0.006462261546,-8.93739049999997E-5,1.03809125156969,-8.93739049999997E-5,-205.799118051587,
1194,-0.00637921365,-6.32600899999961E-6,1.03852596314908,-6.32600899999961E-6,-14.5667471169166,
1193.5,-0.006411914714,-3.90270729999989E-5,1.03896103896104,-3.90270729999989E-5,-89.8666921125884,
1193,-0.00641696481,-4.40771689999989E-5,1.03939647946354,-4.40771689999989E-5,-101.495425386309,
1192.5,-0.006362224929,1.06627120000004E-5,1.0398322851153,1.06627120000004E-5,24.5527676746157,
1192,-0.006372530479,3.57162000000529E-7,1.04026845637584,3.57162000000529E-7,0.822428253545038,
1191.5,-0.006407476496,-3.45888549999999E-5,1.04070499370541,-3.45888549999999E-5,-79.6469154325779,
1191,-0.006370336749,2.55089200000037E-6,1.04114189756507,2.55089200000037E-6,5.87387698730327,
1190.5,-0.00649408903,-1.21201388999999E-4,1.04157916841663,-1.21201388999999E-4,-279.087491621042,
1190,-0.006326510105,4.63775360000007E-5,1.04201680672269,4.63775360000007E-5,106.792424547254,
1189.5,-0.006366816349,6.07129200000042E-6,1.04245481294662,6.07129200000042E-6,13.9802164740788,
1189,-0.006433339324,-6.0451682999999E-5,1.04289318755257,-6.0451682999999E-5,-139.20062065246,
1188.5,-0.00630742684,6.54608009999997E-5,1.04333193100547,6.54608009999997E-5,150.7349948819,
1188,-0.006164174993,2.08712648000001E-4,1.04377104377104,2.08712648000001E-4,480.597540015866,
1187.5,-0.006351561751,2.13258900000008E-5,1.04421052631579,2.13258900000008E-5,49.1066083961011,
1187,-0.006383243948,-1.03563069999996E-5,1.04465037910699,-1.03563069999996E-5,-23.84721633089,
1186.5,-0.00640849676,-3.56091190000006E-5,1.04509060261273,-3.56091190000006E-5,-81.9962525391968,
1186,-0.006445582025,-7.26943840000001E-5,1.04553119730186,-7.26943840000001E-5,-167.391590582324,
1185.5,-0.00638701953,-1.41318889999992E-5,1.04597216364403,-1.41318889999992E-5,-32.5411572046983,
1185,-0.006358755287,1.41323540000004E-5,1.0464135021097,1.41323540000004E-5,32.5422279488952,
1184.5,-0.00637931563,-6.42798899999977E-6,1.04685521317011,-6.42798899999977E-6,-14.8015739834269,
1184,-0.006234913599,1.37974042000001E-4,1.0472972972973,1.37974042000001E-4,317.709471882347,
1183.5,-0.006324520335,4.83673060000011E-5,1.04773975496409,4.83673060000011E-5,111.374219547993,
1183,-0.00639431458,-2.14269389999982E-5,1.04818258664413,-2.14269389999982E-5,-49.3392914715408,
1182.5,-0.006323193666,4.96939749999991E-5,1.04862579281184,4.96939749999991E-5,114.42910799833,
1182,-0.00626012357,1.12764071000001E-4,1.04906937394247,1.12764071000001E-4,259.659084603127,
1181.5,-0.006400844548,-2.79569069999985E-5,1.04951333051206,-2.79569069999985E-5,-64.3756900188033,
1181,-0.006370336749,2.55089200000037E-6,1.04995766299746,2.55089200000037E-6,5.87387698730327,
1180.5,-0.006316203158,5.66844830000015E-5,1.05040237187632,5.66844830000015E-5,130.525980806261,
1180,-0.00637431629,-1.42864899999907E-6,1.05084745762712,-1.42864899999907E-6,-3.28971531684884,
1179.5,-0.006341408473,3.14791679999994E-5,1.05129292072912,3.14791679999994E-5,72.4863147850332,
1179,-0.006486693397,-1.13805756E-4,1.05173876166243,-1.13805756E-4,-262.057747325624,
1178.5,-0.006394620519,-2.17328779999991E-5,1.05218498090793,-2.17328779999991E-5,-50.0437697683969,
1178,-0.00629395619,7.89314510000012E-5,1.05263157894737,7.89314510000012E-5,181.753533118335,
